name,ra,dec,redshift,mag_r,flag,N_g,N_r,N_i,N_z
J022160.00-054807.72,35.5,-5.80214,2.2656,20.9846,qQ,86,81,77,131
J022200.09-063148.00,35.5004,-6.53,1.851,22.132,QQ,37,36,40,61
J022200.44-053720.71,35.5018,-5.62242,0.5496,22.1312,qQ,101,109,102,138
J022200.59-062600.30,35.5025,-6.43342,1.217,20.704,QQ,16,18,19,22
J022202.31-044845.30,35.5096,-4.81258,0.866,20.762,QQ,27,7,7,18
J022202.42-042715.85,35.5101,-4.4544,3.9,21.9203,q,243,265,473,1005
J022202.58-050351.92,35.5108,-5.06442,1.2828,21.7724,qQ,104,110,119,219
J022203.33-045421.20,35.5139,-4.90589,1.024,20.578,QQ,16,14,16,20
J022203.40-042944.48,35.5142,-4.49569,2.5,22.5221,q,256,257,464,1013
J022203.84-063707.60,35.516,-6.61878,2.984,21.258,QQ,92,61,48,130
J022204.01-042703.85,35.5167,-4.45107,4.4,21.4681,q,48,35,70,240
J022204.59-043218.77,35.5191,-4.53855,1.9484,21.9715,qQ,285,270,492,1075
J022205.69-070554.71,35.5237,-7.09853,1.5636,20.2572,qQ,110,118,123,242
J022205.76-053823.84,35.524,-5.63996,1.5064,21.0646,qQ,118,124,128,242
J022206.47-060746.70,35.527,-6.12964,1.927,20.364,QQ,113,119,124,241
J022206.80-055143.85,35.5283,-5.86218,1.488,22.1435,Q,69,95,113,198
J022208.11-042734.59,35.5338,-4.45961,1.679,18.7234,Q,285,269,491,1103
J022208.15-065550.50,35.534,-6.9307,1.661,20.642,QQ,109,112,122,238
J022208.15-043028.77,35.534,-4.50799,1.9,23.6198,q,176,210,358,411
J022208.15-042901.81,35.534,-4.48384,3.4,21.5415,q,255,117,398,1055
J022208.27-042353.56,35.5344,-4.39821,1.301,21.9846,Q,246,271,489,1053
J022208.88-063751.24,35.537,-6.6309,1.1996,20.8252,qQ,104,93,57,204
J022211.31-065513.98,35.5471,-6.92055,1.028,22.3749,qQ,61,106,99,129
J022212.07-052804.87,35.5503,-5.46802,1.6,20.2936,q,34,38,39,69
J022212.21-044031.82,35.5509,-4.67551,3.4,22.2247,q,251,265,489,1055
J022212.40-061246.20,35.5517,-6.21283,1.22,20.367,QQ,117,121,125,244
J022213.22-054330.40,35.5551,-5.72511,4.2,21.8224,q,78,117,122,228
J022213.28-065718.30,35.5553,-6.95508,1.741,21.208,QQ,112,119,122,236
J022213.31-041030.00,35.5555,-4.175,1.902,19.86,QQ,289,269,491,1102
J022213.78-050356.33,35.5574,-5.06565,1.19,20.9935,Q,357,343,565,1218
J022213.91-044210.60,35.5579,-4.70294,3.0716,22.5441,qQ,253,222,439,778
J022214.00-044014.20,35.5583,-4.67061,1.1,22.4658,q,256,264,478,1064
J022214.10-071121.77,35.5587,-7.18938,1.5584,22.0469,qQ,99,105,113,200
J022214.49-043133.59,35.5604,-4.526,1.817,21.6686,Q,285,273,497,1083
J022215.47-044333.75,35.5645,-4.72604,1.3,22.3054,q,262,262,479,982
J022216.72-041719.70,35.5697,-4.28881,1.432,19.658,QQ,285,266,490,1110
J022217.02-043334.16,35.5709,-4.55949,3.1,21.9498,q,268,265,493,1056
J022217.28-045813.92,35.572,-4.97053,0.5652,21.7904,qQ,286,275,488,1093
J022219.06-041351.01,35.5794,-4.23084,1.9,22.8765,q,212,248,471,972
J022219.46-062539.70,35.5811,-6.42769,2.146,18.796,QQ,117,121,126,241
J022219.95-052231.40,35.5831,-5.37539,2.201,99.0,QQ,12,12,12,13
J022219.96-055202.78,35.5832,-5.86744,2.1,21.9287,q,97,117,121,227
J022219.97-070518.43,35.5832,-7.08845,2.6608,22.3844,qQ,58,101,96,199
J022220.12-062809.90,35.5838,-6.46942,-1.0,18.1397,q,101,117,126,239
J022220.47-054315.78,35.5853,-5.72105,0.1,22.7047,q,27,38,60,45
J022221.53-064549.10,35.5897,-6.76364,0.407,19.372,QQ,109,104,96,163
J022222.21-043451.38,35.5925,-4.58094,1.9484,21.9001,qQ,275,258,495,1088
J022222.64-044045.04,35.5943,-4.67918,1.1164,22.0147,qQ,272,272,487,1060
J022222.91-043442.55,35.5955,-4.57849,2.3,21.8271,q,275,270,498,1090
J022223.42-053853.62,35.5976,-5.64823,2.303,21.2615,Q,117,123,128,240
J022223.44-061314.98,35.5977,-6.22083,0.3,21.33,q,117,122,126,240
J022223.71-044125.54,35.5988,-4.69043,2.217,22.2105,Q,238,268,483,1078
J022223.82-070901.60,35.5992,-7.15044,0.2,21.9408,q,71,71,71,106
J022224.21-054035.05,35.6009,-5.6764,0.1,22.387,q,96,110,119,222
J022224.29-054309.88,35.6012,-5.71941,0.747,21.1275,Q,114,121,125,241
J022224.30-041036.26,35.6013,-4.17674,1.048,22.0225,Q,247,264,477,1050
J022224.58-045905.16,35.6024,-4.98477,3.9,22.2454,q,222,205,389,906
J022224.71-054903.16,35.603,-5.81754,0.815,21.3581,Q,115,121,121,239
J022224.82-062626.70,35.6034,-6.44075,1.644,19.826,QQ,117,126,127,246
J022225.16-055140.11,35.6048,-5.86114,0.5652,15.7105,qQ,104,116,114,212
J022225.20-061735.00,35.605,-6.29306,1.8,21.5499,q,103,121,125,235
J022225.41-055038.09,35.6059,-5.84391,1.473,22.2106,Q,84,118,121,222
J022225.55-041311.31,35.6065,-4.21981,2.0,21.4987,q,277,265,488,1077
J022225.57-043839.93,35.6065,-4.64442,1.2048,22.4058,qQ,256,255,451,966
J022225.95-042155.26,35.6081,-4.36535,3.7,21.7681,q,234,212,469,1092
J022226.62-070229.90,35.6109,-7.04164,1.38,18.274,QQ,36,44,51,127
J022226.84-041313.35,35.6118,-4.22037,1.486,22.2019,Q,274,266,487,1049
J022227.65-042751.01,35.6152,-4.46417,3.7,22.3606,q,177,259,482,1017
J022227.92-050412.63,35.6163,-5.07017,4.8084,21.4656,qQ,242,19,23,45
J022228.04-064234.30,35.6168,-6.70953,1.372,20.813,QQ,107,56,65,212
J022228.25-060547.60,35.6177,-6.09656,1.654,19.9,QQ,92,96,106,217
J022229.18-053721.04,35.6216,-5.62251,2.122,20.5894,Q,107,119,126,246
J022229.45-055652.51,35.6227,-5.94792,1.5688,21.6253,qQ,101,116,121,230
J022229.62-044941.90,35.6234,-4.82831,2.272,20.868,QQ,288,247,479,1091
J022231.63-043256.30,35.6318,-4.54897,1.817,19.358,QQ,152,127,182,352
J022231.93-062126.50,35.633,-6.35736,2.141,21.386,QQ,117,118,125,237
J022232.00-050315.65,35.6333,-5.05435,0.9136,21.5576,qQ,277,265,486,1077
J022232.76-044119.32,35.6365,-4.6887,3.2,21.3207,q,284,272,495,1087
J022232.96-061554.10,35.6373,-6.26503,1.4752,22.098,qQ,101,116,118,185
J022233.63-054902.63,35.6401,-5.8174,2.384,21.1274,Q,111,117,121,234
J022234.18-042350.61,35.6424,-4.39739,1.413,21.5103,Q,282,274,497,1087
J022234.46-071039.90,35.6436,-7.17775,2.062,21.96,QQ,102,112,120,236
J022234.84-065511.04,35.6452,-6.91973,-1.0,23.1187,q,29,94,113,208
J022235.18-053158.40,35.6466,-5.53289,1.851,21.2394,Q,36,40,45,72
J022235.44-054657.04,35.6477,-5.78251,1.1216,20.7026,qQ,115,119,126,230
J022236.10-043307.79,35.6504,-4.55216,1.215,21.1992,Q,282,266,490,1089
J022236.34-044134.81,35.6514,-4.693,4.9,23.7659,q,19,131,349,684
J022236.52-042506.79,35.6522,-4.41855,2.898,22.2331,Q,281,266,472,1037
J022236.69-053852.00,35.6529,-5.64778,2.554,20.236,QQ,111,118,126,236
J022236.98-044459.90,35.6541,-4.74997,3.369,22.1995,Q,123,106,203,380
J022237.04-043227.86,35.6543,-4.54107,3.7,21.9626,q,225,262,487,1056
J022237.30-050146.12,35.6554,-5.02948,3.9,21.4461,q,277,264,481,1088
J022237.88-041140.26,35.6578,-4.19452,1.4492,21.524,qQ,284,277,497,1087
J022238.26-041803.29,35.6594,-4.30091,1.421,22.0302,Q,269,249,479,1066
J022238.61-044322.66,35.6609,-4.72296,1.557,21.4841,Q,213,187,340,570
J022238.75-050351.92,35.6614,-5.06442,0.908,21.3648,Q,280,266,490,1087
J022239.19-044157.70,35.6633,-4.69936,1.189,20.8406,Q,49,49,77,191
J022239.54-055047.10,35.6647,-5.84642,1.2984,21.6894,qQ,114,117,122,229
J022241.29-064031.29,35.672,-6.67536,0.3,21.271,q,35,45,57,120
J022242.40-062655.90,35.6767,-6.44886,1.8,21.5065,q,113,123,125,238
J022242.53-043018.40,35.6772,-4.50511,1.166,20.415,QQ,76,79,156,515
J022242.87-062905.86,35.6786,-6.48496,3.7788,21.6769,qQ,95,116,125,232
J022242.93-043314.60,35.6789,-4.55406,1.883,20.638,QQ,213,193,361,832
J022244.40-043346.90,35.685,-4.56303,0.761,18.846,QQ,294,260,444,1043
J022245.40-061637.52,35.6892,-6.27709,2.5,17.8422,q,113,123,124,244
J022245.64-035959.35,35.6902,-3.99982,0.3,22.5618,q,202,241,455,946
J022245.85-041932.10,35.691,-4.32558,1.289,20.538,QQ,285,268,492,1097
J022246.23-041450.70,35.6926,-4.24742,0.614,19.666,QQ,288,259,492,1091
J022247.37-061024.49,35.6974,-6.17347,2.0,19.0546,q,115,123,128,244
J022247.52-052943.70,35.698,-5.49547,2.097,19.55,QQ,36,38,43,71
J022247.81-042727.67,35.6992,-4.45769,0.5392,22.2998,qQ,280,264,492,1073
J022247.88-043330.00,35.6995,-4.55833,1.639,19.93,QQ,289,270,495,1104
J022248.53-062644.42,35.7022,-6.44567,0.6,19.1,q,113,120,125,246
J022248.64-055252.40,35.7027,-5.88122,1.789,19.947,QQ,110,118,116,205
J022248.81-051408.72,35.7034,-5.23576,3.396,21.9097,Q,268,266,478,1040
J022248.98-044824.57,35.7041,-4.80682,1.5532,21.0393,qQ,290,274,490,1095
J022248.99-040458.79,35.7041,-4.083,0.3,22.7973,q,200,232,397,635
J022249.14-060210.17,35.7048,-6.03616,1.9172,22.5079,qQ,105,121,121,230
J022249.62-041353.03,35.7067,-4.2314,1.626,19.633,qQ,290,263,496,1091
J022249.67-051453.00,35.707,-5.24805,0.314,18.603,QQ,93,66,158,314
J022249.84-044451.76,35.7077,-4.74771,1.247,22.2131,Q,263,264,486,1051
J022249.89-071307.10,35.7079,-7.21864,1.454,20.71,QQ,109,115,123,242
J022250.47-060104.90,35.7103,-6.01803,1.925,21.372,QQ,111,119,123,238
J022250.60-041051.48,35.7108,-4.18097,0.95,21.6027,Q,281,273,497,1080
J022250.79-054316.52,35.7116,-5.72125,2.79,21.9876,Q,91,110,119,231
J022250.89-040032.41,35.712,-4.009,0.98,22.1461,Q,214,250,470,1063
J022251.41-061241.64,35.7142,-6.21157,0.3,21.3645,q,114,123,124,235
J022251.54-062006.20,35.7147,-6.33505,1.293,21.011,QQ,114,121,124,233
J022251.70-060226.57,35.7154,-6.04071,0.4,22.029,q,83,103,113,206
J022251.70-060754.63,35.7154,-6.13184,1.0,22.4014,q,87,108,113,204
J022252.24-045913.55,35.7177,-4.9871,3.9,22.7743,q,154,255,452,952
J022252.59-071315.40,35.7191,-7.22094,1.812,20.812,QQ,110,115,122,232
J022253.06-045808.95,35.7211,-4.96915,1.8028,20.7009,qQ,281,265,488,1098
J022254.14-061101.01,35.7256,-6.18362,1.9796,21.5834,qQ,98,123,119,239
J022254.40-052854.83,35.7267,-5.4819,1.213,20.6434,Q,37,41,42,71
J022255.51-044410.30,35.7313,-4.7362,2.878,19.97,QQ,287,274,491,1108
J022255.89-051351.60,35.7329,-5.231,0.848,18.654,QQ,224,166,476,1112
J022256.27-051239.63,35.7345,-5.21101,2.7,22.4493,q,241,267,483,1086
J022256.46-052055.10,35.7352,-5.34864,1.354,20.358,QQ,14,12,14,16
J022256.56-065139.80,35.7357,-6.86105,0.885,20.219,QQ,112,117,125,239
J022256.80-043016.41,35.7367,-4.50456,1.3,22.1449,Q,265,183,446,1064
J022257.17-050847.40,35.7382,-5.1465,2.7,22.5544,q,262,269,473,1062
J022257.32-042952.89,35.7388,-4.49802,1.84,21.2699,Q,284,269,493,1094
J022258.37-053046.31,35.7432,-5.51287,1.773,20.3464,Q,39,42,46,73
J022258.39-050733.31,35.7433,-5.12592,2.3,21.1165,q,283,268,494,1073
J022258.89-055758.17,35.7454,-5.96616,1.0176,21.382,qQ,96,115,101,202
J022258.90-045852.30,35.7454,-4.98119,0.466,19.355,QQ,210,184,298,629
J022259.39-054939.37,35.7474,-5.8276,3.058,22.2484,Q,96,104,99,150
J022259.87-063326.70,35.7495,-6.55742,2.564,20.115,QQ,119,119,128,249
J022259.88-045242.91,35.7495,-4.87859,3.2,21.7159,q,275,274,494,1072
J022300.24-054834.40,35.751,-5.80956,1.4,21.7872,q,108,117,117,215
J022300.28-054547.29,35.7512,-5.76313,2.305,21.1204,Q,44,48,49,76
J022300.80-045115.47,35.7533,-4.8543,1.9,23.5118,q,184,218,293,312
J022301.03-042059.11,35.7543,-4.34975,3.0,22.4976,q,243,255,487,1064
J022301.15-040550.69,35.7548,-4.09741,1.25,20.8846,Q,119,97,205,418
J022301.28-043859.92,35.7553,-4.64998,4.0,22.1762,q,229,270,498,1100
J022301.32-065227.90,35.7555,-6.87442,1.229,20.291,QQ,113,122,123,237
J022301.33-054819.09,35.7555,-5.8053,1.8,22.2163,q,105,118,121,222
J022301.40-044352.35,35.7558,-4.73121,2.1,23.3395,q,163,190,184,78
J022301.75-050159.78,35.7573,-5.03327,1.3972,20.701,qQ,279,267,489,1102
J022302.29-044437.00,35.7595,-4.74361,2.041,19.988,QQ,276,30,8,25
J022302.55-045617.77,35.7606,-4.93827,2.8,23.8483,q,27,57,43,6
J022303.15-065152.60,35.7631,-6.86461,1.177,21.437,QQ,111,118,122,228
J022304.01-055732.59,35.7667,-5.95905,1.372,22.2318,Q,93,113,113,222
J022304.15-044435.40,35.7673,-4.74317,2.048,19.996,Q,287,261,494,1076
J022305.02-054250.91,35.7709,-5.71414,1.0956,18.9696,qQ,118,121,124,245
J022305.31-044844.67,35.7721,-4.81241,1.7664,21.1122,qQ,289,274,499,1107
J022305.74-035810.73,35.7739,-3.96965,1.943,20.747,Q,288,265,495,1104
J022305.97-054015.30,35.7749,-5.67092,2.817,19.527,QQ,117,122,129,248
J022306.05-043323.80,35.7752,-4.55661,1.086,20.755,QQ,292,243,486,1089
J022306.18-063109.91,35.7758,-6.51942,3.1,21.5453,q,117,125,125,238
J022306.49-051301.46,35.777,-5.21707,2.67,21.4032,Q,277,265,493,1101
J022307.19-043702.90,35.7799,-4.61747,2.781,21.7928,Q,259,267,495,1105
J022307.67-043115.72,35.782,-4.52103,3.8,22.2716,q,211,270,486,1079
J022307.81-062711.35,35.7826,-6.45315,0.768,21.6767,qQ,114,120,112,222
J022307.96-045909.00,35.7832,-4.98583,1.325,20.531,QQ,160,73,57,164
J022308.03-040248.37,35.7835,-4.04677,2.11,22.2584,Q,283,270,483,1072
J022308.62-045335.15,35.7859,-4.8931,1.1,22.7164,q,266,260,464,953
J022308.77-063823.55,35.7865,-6.63987,1.9,18.7112,q,113,120,122,246
J022308.80-044747.30,35.7867,-4.79647,3.5,22.0989,q,237,263,489,1055
J022308.87-040908.14,35.787,-4.15226,1.9692,21.5241,qQ,285,271,498,1083
J022309.01-041732.19,35.7875,-4.29227,1.496,21.6604,Q,278,255,489,1072
J022309.19-055319.40,35.7883,-5.88872,0.715,20.4028,Q,116,122,125,242
J022309.20-040108.72,35.7883,-4.01909,1.8704,22.036,qQ,285,268,490,1073
J022309.30-043810.66,35.7888,-4.63629,1.94,22.4432,Q,284,271,495,1074
J022309.36-042150.15,35.789,-4.36393,2.025,22.1352,Q,284,268,477,1059
J022309.51-062227.60,35.7896,-6.37433,0.973,19.945,QQ,111,119,126,243
J022309.62-042340.39,35.7901,-4.39455,1.0,21.9386,q,291,272,491,1083
J022309.85-064704.43,35.791,-6.78456,0.1,22.267,q,79,113,119,234
J022310.41-042055.58,35.7934,-4.34877,2.2,22.297,q,285,266,488,1090
J022311.98-045444.94,35.7999,-4.91248,0.7,22.4854,q,195,196,365,894
J022312.10-044410.65,35.8004,-4.73629,4.1,23.2785,q,30,248,489,1078
J022312.45-050624.94,35.8019,-5.10693,2.1668,20.1209,qQ,291,268,490,1095
J022312.89-045121.34,35.8037,-4.85593,2.1,22.0331,q,253,265,482,1010
J022314.00-060532.09,35.8083,-6.09225,2.978,20.3682,Q,60,60,62,86
J022314.52-060013.17,35.8105,-6.00366,1.789,18.7226,Q,115,119,125,242
J022314.73-054715.81,35.8114,-5.78772,0.8,21.7003,q,92,103,93,159
J022315.02-061928.18,35.8126,-6.32449,2.6,19.7025,q,95,87,90,154
J022315.07-051903.30,35.8128,-5.31758,0.969,18.419,QQ,11,11,12,14
J022315.50-050001.18,35.8146,-5.00033,0.846,21.7871,qQ,197,197,357,672
J022316.63-050739.45,35.8193,-5.12763,3.5,22.2653,q,268,269,483,1070
J022316.92-060428.80,35.8205,-6.07467,2.039,99.0,QQ,14,13,15,21
J022317.43-044032.74,35.8226,-4.67576,0.872,18.8212,qQ,292,253,483,1096
J022318.48-050910.89,35.827,-5.15303,1.756,21.4122,qQ,284,266,489,1107
J022318.99-053351.99,35.8291,-5.56444,1.117,20.6176,Q,69,77,82,164
J022319.01-070927.40,35.8292,-7.15761,1.659,20.947,QQ,106,112,118,233
J022320.34-035913.84,35.8348,-3.98718,0.534,21.2224,qQ,288,272,494,1110
J022320.47-043028.47,35.8353,-4.50791,3.4,21.7346,q,273,273,495,1084
J022320.50-045853.26,35.8354,-4.98146,1.0,22.3676,q,194,198,352,672
J022320.68-054124.92,35.8362,-5.69026,1.6988,20.4661,qQ,121,125,130,249
J022320.79-054233.56,35.8366,-5.70932,2.038,23.207,Q,73,62,96,99
J022321.18-050626.62,35.8383,-5.10739,2.4632,19.5648,qQ,277,183,450,1045
J022321.26-055600.30,35.8386,-5.93342,2.856,21.018,QQ,26,29,36,82
J022321.42-041400.20,35.8393,-4.23339,2.943,21.6917,Q,284,271,484,1026
J022321.82-063522.81,35.8409,-6.58967,1.6988,21.7861,qQ,107,111,119,211
J022323.08-042424.89,35.8462,-4.40692,2.7,22.4927,q,238,265,482,1038
J022323.25-042844.94,35.8469,-4.47915,1.0,20.8882,q,292,271,500,1098
J022324.15-054707.35,35.8506,-5.78538,1.7,22.3917,q,103,113,117,210
J022325.04-041451.79,35.8543,-4.24772,2.051,21.4395,Q,290,271,490,1087
J022325.63-042254.02,35.8568,-4.38167,1.574,21.6341,Q,278,276,510,1118
J022325.79-051056.64,35.8575,-5.1824,2.1,21.7823,q,280,270,487,1080
J022326.09-045849.60,35.8587,-4.98044,3.1,22.1638,q,186,198,350,784
J022326.46-045706.00,35.8602,-4.95167,0.824,20.444,QQ,228,211,383,919
J022327.04-051225.24,35.8627,-5.20701,3.9,22.9205,q,169,255,475,991
J022327.37-041227.17,35.864,-4.20755,3.4,22.2427,q,227,265,478,1042
J022327.57-053309.81,35.8649,-5.55273,1.491,20.9719,Q,111,119,127,239
J022327.85-040119.20,35.866,-4.022,1.924,20.587,QQ,291,279,497,1111
J022327.98-041248.01,35.8666,-4.21334,3.1,22.6096,q,234,266,479,976
J022328.88-040134.70,35.8703,-4.02631,1.915,19.384,QQ,294,273,489,1114
J022329.27-045451.90,35.872,-4.91442,0.604,20.494,QQ,174,23,38,216
J022329.50-062620.90,35.8729,-6.43914,2.064,19.917,QQ,113,124,127,245
J022330.15-043004.10,35.8756,-4.50114,2.66,20.661,QQ,283,267,496,1103
J022330.16-054758.09,35.8757,-5.79947,0.354,19.698,Q,114,122,125,242
J022330.44-072307.78,35.8768,-7.3855,1.5,21.284,q,76,79,78,119
J022330.72-061254.45,35.878,-6.21512,4.9956,23.2041,qQ,56,92,104,67
J022330.73-040916.80,35.8781,-4.15467,1.0,22.5222,q,272,265,474,982
J022331.45-070212.41,35.881,-7.03678,1.2204,21.5941,qQ,112,118,123,229
J022332.15-045739.50,35.884,-4.96097,0.602,20.083,QQ,289,264,488,1091
J022332.23-054550.37,35.8843,-5.76399,2.088,20.8922,Q,81,82,78,115
J022333.07-062324.10,35.8878,-6.39003,0.868,21.198,QQ,119,125,128,244
J022333.24-044922.71,35.8885,-4.82298,2.302,20.8626,Q,291,269,494,1115
J022333.64-043955.94,35.8902,-4.66554,0.1,22.4437,q,241,257,465,1020
J022334.50-041102.63,35.8938,-4.18406,0.3416,21.7674,qQ,279,270,490,1093
J022334.90-063722.96,35.8954,-6.62304,1.158,21.6103,qQ,112,119,120,228
J022335.06-043422.67,35.8961,-4.57297,2.208,21.9904,Q,285,272,496,1080
J022336.86-043051.70,35.9036,-4.51436,1.679,22.4036,Q,148,266,487,1085
J022336.90-041827.44,35.9038,-4.30762,3.108,21.298,qQ,285,277,492,1082
J022337.05-050835.30,35.9044,-5.14314,2.0212,20.3445,qQ,290,274,495,1110
J022337.10-071723.38,35.9046,-7.28983,1.0,19.6448,q,108,117,120,238
J022337.51-044006.10,35.9063,-4.66836,1.5584,20.629,qQ,281,141,376,932
J022337.73-062354.60,35.9072,-6.3985,1.646,20.596,QQ,81,75,80,178
J022337.89-061316.32,35.9079,-6.2212,1.9016,22.2863,qQ,108,115,123,208
J022338.17-062124.41,35.909,-6.35678,0.6,19.1679,q,87,82,94,193
J022338.37-040136.32,35.9099,-4.02676,1.4,22.4018,q,272,274,488,1077
J022338.53-063246.90,35.9105,-6.54636,1.548,20.791,QQ,84,83,91,196
J022339.14-051255.07,35.9131,-5.2153,2.7,20.9436,q,285,267,493,1111
J022339.28-045340.30,35.9137,-4.89453,4.246,20.8562,Q,279,272,495,1116
J022340.28-042852.33,35.9179,-4.4812,1.09,21.5231,Q,284,264,489,1077
J022340.66-063259.36,35.9194,-6.54982,1.1,21.6384,q,112,120,127,214
J022340.78-042255.42,35.9199,-4.38206,1.1684,19.9791,qQ,294,257,491,1111
J022341.04-062157.20,35.921,-6.36589,2.324,20.551,QQ,96,95,104,215
J022341.12-043934.28,35.9213,-4.65952,-1.0,21.687,q,266,266,491,1083
J022342.03-040012.53,35.9251,-4.00348,1.2932,21.8697,qQ,278,266,485,1057
J022342.13-043534.50,35.9255,-4.59292,1.327,21.033,QQ,19,18,27,80
J022342.37-052243.72,35.9265,-5.37881,2.037,22.3126,Q,281,269,490,1081
J022344.57-035809.82,35.9357,-3.96939,0.9604,20.0674,qQ,287,271,490,1106
J022344.57-064039.00,35.9357,-6.6775,0.983,20.504,QQ,113,117,128,241
J022344.71-034804.68,35.9363,-3.8013,1.9,22.284,Q,269,263,478,1011
J022344.84-060226.25,35.9368,-6.04062,0.9,21.026,q,115,122,123,235
J022345.31-065041.03,35.9388,-6.84473,1.9224,21.525,qQ,80,92,99,211
J022345.82-040348.52,35.9409,-4.06348,1.4388,21.6787,qQ,290,274,500,1104
J022345.83-042643.62,35.941,-4.44545,3.4,21.3563,q,109,88,163,399
J022345.88-045030.49,35.9412,-4.8418,3.1,22.2111,q,253,267,489,1049
J022346.01-051253.96,35.9417,-5.21499,2.498,21.3989,Q,282,272,490,1109
J022346.09-051208.14,35.9421,-5.20226,3.5344,21.283,qQ,258,268,487,1102
J022347.03-051629.80,35.946,-5.27494,1.923,22.2667,Q,272,258,482,1072
J022347.20-050552.80,35.9467,-5.098,2.325,19.868,QQ,20,20,22,36
J022347.21-061012.37,35.9467,-6.1701,0.3,21.736,q,109,112,127,239
J022348.10-051145.86,35.9504,-5.19607,1.9,21.9214,q,286,270,495,1093
J022348.14-044958.69,35.9506,-4.83297,2.1,21.967,q,245,270,479,1069
J022348.63-041357.76,35.9526,-4.23271,2.2188,20.9458,qQ,290,273,503,1103
J022349.29-051746.95,35.9554,-5.29638,3.378,21.84,Q,236,254,377,884
J022349.52-035122.73,35.9563,-3.85631,1.504,21.0407,Q,290,277,495,1098
J022349.53-041751.22,35.9564,-4.29756,3.4,19.3438,q,291,266,499,1107
J022350.15-061645.41,35.959,-6.27928,1.0696,19.2924,qQ,114,124,124,241
J022350.30-065251.20,35.9596,-6.88089,1.802,21.674,QQ,116,120,124,236
J022350.49-044215.08,35.9604,-4.70419,2.6,21.8353,q,273,258,480,1053
J022350.73-042703.68,35.9614,-4.45102,1.19,21.8673,Q,268,268,479,971
J022350.77-043158.10,35.9615,-4.5328,1.504,19.479,QQ,285,216,481,1102
J022351.04-042245.59,35.9627,-4.37933,2.5,22.0073,q,281,274,487,1073
J022351.07-044729.90,35.9628,-4.79164,2.157,20.481,QQ,289,274,492,1105
J022351.09-053750.30,35.9629,-5.63064,1.347,18.294,QQ,110,118,125,239
J022351.45-052952.50,35.9644,-5.49792,3.356,22.2532,Q,101,108,112,109
J022351.59-044908.64,35.965,-4.81907,1.8808,21.9639,qQ,281,270,496,1095
J022351.79-052243.94,35.9658,-5.37887,2.7,21.7323,q,278,265,488,1075
J022351.89-045841.95,35.9662,-4.97832,5.0684,20.8536,qQ,108,86,174,483
J022352.09-064030.00,35.967,-6.675,1.824,20.288,QQ,109,119,119,216
J022352.19-043031.70,35.9675,-4.50881,2.011,19.514,QQ,287,273,500,1046
J022352.54-041821.60,35.9689,-4.306,2.057,20.618,QQ,292,278,499,1105
J022353.57-043308.46,35.9732,-4.55235,2.8,22.5442,q,110,134,238,398
J022353.86-045508.09,35.9744,-4.91891,0.996,21.8962,Q,114,105,229,358
J022354.81-044814.90,35.9784,-4.80414,2.446,18.309,QQ,285,260,476,1109
J022354.85-054839.90,35.9785,-5.81108,2.813,18.889,QQ,114,123,123,239
J022355.54-050133.93,35.9814,-5.02609,3.3,21.6263,q,242,226,404,955
J022355.94-071843.87,35.9831,-7.31218,4.3,21.9566,q,69,110,116,224
J022355.96-041524.72,35.9832,-4.25687,3.0,21.6477,q,111,108,199,605
J022356.68-041106.09,35.9862,-4.18502,1.199,21.3732,Q,292,277,498,1100
J022356.86-043740.13,35.9869,-4.62781,2.8,22.4367,q,38,35,73,345
J022357.77-034126.73,35.9907,-3.69076,3.2,21.7246,q,118,122,199,583
J022357.90-044641.94,35.9913,-4.77832,1.6364,21.6405,qQ,35,31,60,297
J022358.10-043220.30,35.9921,-4.53897,3.2,22.1773,q,255,265,456,975
J022358.18-062528.71,35.9924,-6.42464,2.1,21.1628,q,111,116,124,210
J022358.51-071956.90,35.9938,-7.33247,1.405,21.628,QQ,105,113,119,227
J022358.64-045351.60,35.9943,-4.89767,2.239,19.88,QQ,286,241,489,1106
J022359.11-051045.94,35.9963,-5.17943,3.4,21.6091,q,279,273,490,1030
J022359.45-062523.87,35.9977,-6.4233,0.6848,20.259,qQ,106,106,115,166
J022359.94-041111.29,35.9998,-4.18647,0.1,22.5271,q,223,264,478,966
J022401.34-052901.01,36.0056,-5.48361,0.9656,20.5839,qQ,385,379,594,1309
J022401.60-044033.00,36.0067,-4.67583,1.187,20.607,QQ,290,273,456,893
J022402.07-062943.10,36.0086,-6.49531,1.41,19.982,QQ,118,125,127,243
J022402.32-061740.30,36.0097,-6.29453,2.239,19.691,QQ,94,112,119,233
J022402.52-050611.78,36.0105,-5.10327,-1.0,22.7703,q,54,104,164,388
