name,ra,dec,redshift,mag_r,flag,N_g,N_r,N_i,N_z
J024955.53-001151.58,42.4814,-0.197662,1.3,20.8453,q,102,111,116,209
J024955.69-003300.20,42.482,-0.550056,1.172,20.201,QQ,0,0,0,1
J024957.32-000520.86,42.4888,-0.089129,0.7,21.6732,q,102,109,116,221
J024957.94-000706.23,42.4914,-0.118397,1.4908,23.0269,qQ,0,64,108,206
J024957.96+000151.41,42.4915,0.030948,1.804,20.9474,Q,106,112,117,224
J024959.12-003823.37,42.4963,-0.639824,2.3904,22.0895,qQ,78,92,89,177
J024959.61-002309.29,42.4984,-0.385914,2.4112,21.628,qQ,88,96,89,133
J024959.77-000104.10,42.499,-0.0178056,1.512,19.804,QQ,102,110,115,218
J025000.94+000735.82,42.5039,0.126617,3.5,22.3786,q,73,103,106,197
J025004.17-000601.95,42.5174,-0.100543,2.6764,21.9558,qQ,105,112,116,215
J025004.38-002710.58,42.5183,-0.452938,1.434,21.8983,Q,90,95,102,191
J025004.42-003823.50,42.5184,-0.639861,1.226,20.304,QQ,38,24,39,183
J025004.50+002800.89,42.5187,0.466915,2.458,21.5571,qQ,98,103,104,201
J025004.57+003744.59,42.519,0.629054,0.3,22.4333,q,84,104,114,215
J025004.77-000919.63,42.5199,-0.155452,0.4,21.8765,q,48,56,57,137
J025005.69-004054.90,42.5237,-0.681917,1.32,20.264,QQ,101,106,114,206
J025005.71-001806.44,42.5238,-0.301789,1.367,21.0007,Q,102,110,115,217
J025007.02+002525.50,42.5293,0.42375,0.198,17.641,QQ,100,110,112,212
J025008.16-003638.20,42.534,-0.610611,3.003,20.9768,Q,103,108,116,220
J025008.96+004404.75,42.5373,0.734652,1.413,21.9863,Q,95,107,111,202
J025009.26-002153.38,42.5386,-0.364828,1.322,22.1042,Q,68,95,101,188
J025009.88+003305.25,42.5411,0.551458,2.294,22.837,Q,89,81,82,146
J025010.32+001918.00,42.543,0.321667,2.095,21.0,QQ,10,15,15,18
J025011.10-001326.71,42.5463,-0.224087,3.9036,22.8855,qQ,19,85,88,141
J025011.24+000541.73,42.5468,0.094925,2.9416,22.1352,qQ,50,99,112,207
J025011.60+003316.59,42.5483,0.554607,3.0508,20.6921,qQ,96,113,120,219
J025011.88-004127.05,42.5495,-0.690846,1.568,21.2986,Q,102,111,117,222
J025012.88-002359.54,42.5537,-0.399873,3.5,20.8576,q,104,112,119,222
J025013.03-004825.32,42.5543,-0.807033,0.993,20.8981,Q,75,93,87,183
J025014.65+003507.15,42.561,0.585319,1.595,21.6792,Q,105,116,121,219
J025014.81-004103.84,42.5617,-0.684399,0.7,21.0556,q,107,111,116,217
J025015.24-004336.70,42.5635,-0.726861,1.678,22.0739,qQ,96,110,114,183
J025015.39-003847.83,42.5641,-0.64662,1.025,22.1799,Q,78,88,91,163
J025016.30+000137.60,42.5679,0.027112,1.006,21.0716,Q,101,106,114,221
J025018.90+005617.03,42.5788,0.938063,1.654,22.3657,Q,86,101,107,190
J025018.94+000201.71,42.5789,0.033808,2.6608,22.4729,qQ,46,90,96,135
J025019.26+003100.80,42.5802,0.516889,2.018,19.91,QQ,105,113,117,220
J025019.42-003653.43,42.5809,-0.614842,1.9,21.7932,q,104,108,116,214
J025019.76+004650.30,42.5823,0.780639,4.771,20.61,QQ,92,107,106,219
J025020.45-005711.10,42.5852,-0.953083,2.308,19.898,QQ,103,108,113,222
J025021.89-000110.74,42.5912,-0.01965,4.1116,20.3399,qQ,105,110,114,220
J025022.02-004044.79,42.5918,-0.679109,1.349,22.0108,Q,95,110,110,182
J025022.91-003622.80,42.5955,-0.606333,1.91,21.576,QQ,102,107,116,220
J025023.43-003823.58,42.5976,-0.639882,1.768,21.2173,Q,104,105,114,216
J025024.02+001712.95,42.6001,0.28693,1.68,22.5856,Q,86,101,107,161
J025024.52-001419.00,42.6022,-0.238611,1.472,19.672,QQ,46,31,25,99
J025024.81-005430.46,42.6034,-0.90846,1.558,21.9272,Q,100,109,111,203
J025026.66+000903.60,42.6111,0.151,0.596,19.466,QQ,90,83,85,145
J025027.57+002304.18,42.6149,0.384495,1.9484,21.3613,qQ,99,109,111,221
J025029.49+003551.70,42.6229,0.597695,0.3416,20.6351,qQ,101,106,115,215
J025029.61+000438.99,42.6234,0.077497,1.1,22.1816,q,98,104,109,178
J025029.97-005416.24,42.6249,-0.904512,2.338,22.156,Q,93,101,106,206
J025030.22+001336.24,42.6259,0.226732,1.439,21.554,Q,103,111,115,219
J025030.30-004731.31,42.6262,-0.792031,2.178,23.2131,Q,78,88,104,187
J025030.60-002448.33,42.6275,-0.413426,0.996,21.5855,Q,101,109,114,213
J025030.64+003334.92,42.6277,0.559699,0.3728,20.6288,qQ,104,110,115,220
J025030.77-000801.70,42.6282,-0.133806,1.466,17.927,QQ,80,93,108,225
J025031.35-000234.81,42.6306,-0.043004,2.6,21.5976,q,102,110,111,216
J025032.33-003633.14,42.6347,-0.609206,2.2,21.0419,q,105,106,115,220
J025032.67-004608.81,42.6361,-0.769113,1.569,21.7267,Q,101,104,114,210
J025033.20+003829.20,42.6383,0.641444,2.37,19.685,QQ,103,108,114,213
J025033.48+004024.55,42.6395,0.673485,3.074,21.693,Q,98,107,112,208
J025033.57-003649.98,42.6399,-0.613882,1.9,23.2461,q,63,69,101,130
J025036.08-001028.26,42.6504,-0.174516,1.308,21.3694,Q,37,33,52,64
J025036.99-002408.00,42.6541,-0.402222,1.195,20.487,QQ,104,112,116,219
J025038.68-004739.10,42.6612,-0.794195,1.846,18.358,QQ,103,103,106,209
J025039.82-004749.50,42.6659,-0.797083,2.44,20.325,QQ,77,88,99,206
J025041.40-001210.28,42.6725,-0.202856,2.6764,20.7128,qQ,74,112,114,219
J025041.48+003753.38,42.6728,0.631495,2.741,21.0575,Q,64,64,69,158
J025041.73-000211.12,42.6739,-0.036423,1.3,22.2673,q,77,94,95,162
J025042.44+003536.80,42.6768,0.593556,2.381,18.42,QQ,100,102,113,214
J025042.59+001747.91,42.6774,0.296642,2.139,21.9879,Q,100,110,115,211
J025044.05+004407.54,42.6836,0.735427,1.757,21.2177,Q,104,110,118,222
J025045.19-003750.78,42.6883,-0.630771,0.8564,21.7825,qQ,83,89,89,145
J025045.79-002549.43,42.6908,-0.430397,0.3,22.2809,q,80,101,107,185
J025046.01+004112.30,42.6917,0.68675,2.483,22.0478,Q,102,109,117,208
J025046.14-000718.18,42.6922,-0.121717,1.248,21.5103,Q,99,108,118,219
J025048.15+004038.48,42.7006,0.677356,2.235,20.8289,Q,106,114,121,224
J025048.65+000207.60,42.7027,0.0354444,0.766,18.966,QQ,101,111,116,221
J025048.88-004739.81,42.7036,-0.794392,4.6,22.1632,q,92,104,114,192
J025049.00-001922.70,42.7042,-0.322972,1.794,21.347,QQ,11,12,12,24
J025050.61+004503.40,42.7109,0.750944,2.06,20.04,QQ,107,114,119,223
J025051.42-004814.42,42.7143,-0.804005,1.1788,20.5038,qQ,99,105,106,197
J025051.58+004245.80,42.7149,0.712723,2.662,21.6495,Q,108,113,119,223
J025052.77-000247.78,42.7199,-0.046605,0.4,23.0773,q,71,95,109,178
J025053.29+005059.90,42.722,0.849972,1.8548,20.1372,qQ,36,35,40,62
J025053.32-004004.57,42.7222,-0.667935,1.574,21.9124,Q,39,34,53,61
J025053.85+004659.29,42.7244,0.783137,3.8,22.4327,q,95,102,111,211
J025054.08+005451.85,42.7253,0.914403,0.1,21.9062,q,35,37,39,63
J025058.46+001249.31,42.7436,0.213698,1.4,21.2541,q,97,107,115,212
J025058.72-003330.69,42.7447,-0.558524,0.7108,21.0946,qQ,103,110,115,220
J025059.29-002309.37,42.747,-0.385936,1.9,21.9107,q,89,107,108,202
J025100.64+001707.40,42.7527,0.285389,2.457,20.119,QQ,101,109,116,220
J025100.99+004803.00,42.7541,0.800833,0.829,19.871,QQ,105,113,115,223
J025101.68+004114.57,42.757,0.687381,2.2,21.6003,q,106,112,118,218
J025102.06-004142.80,42.7586,-0.695222,2.428,21.211,QQ,10,11,5,3
J025102.68+000600.80,42.7612,0.100222,1.441,18.727,QQ,104,110,115,219
J025102.75+005703.38,42.7614,0.950939,2.533,21.2251,Q,32,33,36,62
J025104.32-003735.60,42.768,-0.626556,1.475,21.506,QQ,100,102,108,201
J025104.35-000844.31,42.7681,-0.145641,1.6,21.9701,q,97,110,115,216
J025104.66-000836.72,42.7694,-0.143532,3.232,21.8586,Q,102,110,114,208
J025105.13-001732.00,42.7714,-0.292222,3.451,19.897,QQ,106,112,119,224
J025107.90+004107.35,42.7829,0.685376,1.537,21.8684,Q,91,109,113,205
J025109.39-001840.24,42.7891,-0.311179,2.189,22.2948,Q,99,105,114,207
J025109.52+004710.03,42.7897,0.78612,2.03,22.2296,Q,99,104,111,208
J025110.17-000636.54,42.7924,-0.110151,2.4736,21.7917,qQ,99,105,114,207
J025111.73-001815.44,42.7989,-0.304288,3.433,20.1876,Q,104,112,116,224
J025112.61-003738.33,42.8026,-0.627314,1.5,22.8636,q,58,90,93,116
J025114.45+003204.42,42.8102,0.53456,1.3,21.3133,q,55,51,70,153
J025115.49+003135.14,42.8145,0.526428,1.981,21.0372,Q,107,112,117,222
J025116.95-003722.35,42.8206,-0.622875,1.112,20.8634,Q,103,108,114,220
J025119.79-004831.60,42.8325,-0.808778,0.559,19.69,QQ,15,13,18,34
J025121.79-001223.70,42.8408,-0.206583,1.045,21.1332,Q,99,110,114,215
J025124.27+002702.05,42.8511,0.450569,1.688,22.3568,Q,83,96,108,172
J025124.27+001832.74,42.8511,0.309094,1.441,21.9193,Q,104,114,114,211
J025125.42+004730.02,42.8559,0.791673,0.1,21.8579,q,97,113,117,222
J025125.76+004200.57,42.8573,0.700159,2.2,21.4155,q,104,111,119,221
J025126.74+002032.87,42.8614,0.342465,2.0,22.9259,q,87,93,103,150
J025128.24+001422.81,42.8677,0.239669,1.169,20.4477,Q,105,111,116,218
J025128.38+001144.60,42.8683,0.195722,1.114,19.819,QQ,105,111,116,219
J025128.73-002650.60,42.8697,-0.447389,2.334,19.781,QQ,104,112,117,223
J025131.66+003251.80,42.8819,0.547722,2.911,20.496,QQ,108,109,115,223
J025134.31-004838.64,42.893,-0.810732,2.9,21.3709,q,100,100,107,209
J025135.92-000805.11,42.8997,-0.134753,1.711,20.9388,Q,102,112,115,210
J025137.23-003028.14,42.9051,-0.507817,1.86,21.6065,Q,103,111,115,214
J025137.81+002102.96,42.9076,0.350822,1.4,21.7503,q,107,112,121,215
J025139.16+001529.43,42.9132,0.258174,0.4,22.4266,q,88,109,115,207
J025139.58+003807.66,42.9149,0.63546,1.459,21.1093,Q,99,103,114,213
J025140.46-004044.27,42.9186,-0.678964,1.807,22.3493,Q,101,102,112,212
J025140.48+003525.04,42.9186,0.590288,2.702,20.7209,Q,110,111,118,223
J025140.73-002124.64,42.9197,-0.356845,0.3,22.5955,q,46,86,107,215
J025141.54+004107.58,42.9231,0.68544,2.684,21.5005,Q,104,113,119,223
J025141.66-004134.70,42.9236,-0.692973,3.35,21.677,Q,101,99,85,137
J025142.39-004752.30,42.9266,-0.797861,1.429,20.763,QQ,20,8,9,44
J025142.77-002351.87,42.9282,-0.397743,2.0,22.4965,q,92,94,105,164
J025144.62+001512.39,42.9359,0.253441,1.448,22.1681,Q,99,109,114,197
J025145.09-004639.60,42.9379,-0.777667,1.386,19.486,QQ,103,106,115,223
J025146.39-003517.55,42.9433,-0.588209,4.6212,22.0404,qQ,52,99,110,211
J025146.56-000524.51,42.944,-0.090141,0.1,21.4336,q,92,108,118,222
J025146.78-004035.50,42.9449,-0.676528,0.811,19.602,QQ,102,100,115,217
J025147.39+000637.45,42.9475,0.110404,2.24,21.6799,Q,98,100,106,198
J025147.76-004247.44,42.949,-0.713177,0.898,21.4129,Q,103,103,115,220
J025148.53-004637.60,42.9522,-0.777111,1.574,19.343,QQ,101,102,112,223
J025148.97+005440.51,42.954,0.911252,0.4248,20.5525,qQ,32,31,32,59
J025151.25+005739.30,42.9635,0.960917,1.828,19.544,QQ,31,30,34,60
J025151.51-000407.10,42.9646,-0.0686389,2.089,20.224,QQ,98,107,115,206
J025152.19+004805.85,42.9675,0.801626,2.418,21.593,Q,106,111,115,221
J025153.46-004650.05,42.9727,-0.780569,1.382,22.0951,Q,102,107,118,210
J025154.80+004119.24,42.9783,0.688678,2.64,21.5302,Q,102,109,117,218
J025155.23+002837.20,42.9801,0.476999,1.6728,21.5022,qQ,100,108,115,211
J025156.18+001437.40,42.9841,0.243722,2.4,20.56,QQ,103,109,118,222
J025156.36+001311.25,42.9848,0.219793,0.826,21.2973,Q,104,109,117,222
J025157.50+003459.70,42.9896,0.58325,1.5688,21.4235,qQ,97,107,114,213
J025157.85+002302.07,42.991,0.383909,1.579,21.7019,Q,104,112,118,212
J025159.70-005159.90,42.9987,-0.866639,1.988,21.422,QQ,101,106,112,215
J025159.90-005728.05,42.9996,-0.957792,1.989,21.7547,Q,92,103,110,210
J025200.38+005822.79,43.0016,0.972997,1.193,21.2907,Q,88,102,100,169
J025201.12-002240.50,43.0047,-0.377917,1.085,21.561,QQ,103,111,117,222
J025201.49+005149.14,43.0062,0.863651,2.08,20.9855,Q,104,111,113,222
J025201.59-003515.46,43.0066,-0.587629,2.514,21.3407,Q,103,108,116,219
J025201.89+002705.28,43.0079,0.451466,0.482,21.8705,qQ,100,109,111,211
J025202.49-001407.43,43.0104,-0.235398,2.9,22.4516,q,87,107,110,165
J025203.45+004313.72,43.0144,0.720479,1.3,22.6197,q,66,99,104,173
J025203.98+000050.15,43.0166,0.013931,0.5912,20.8489,qQ,49,47,74,163
J025204.00-003530.31,43.0167,-0.591754,1.4,20.5711,q,106,106,116,223
J025204.27+003137.20,43.0178,0.527,4.201,20.121,QQ,105,113,118,221
J025205.27+002607.49,43.022,0.435413,4.5432,20.4838,qQ,102,112,114,217
J025205.88+001705.86,43.0245,0.284961,1.448,21.1167,Q,103,108,114,214
J025206.72+005108.95,43.028,0.852485,2.612,20.5476,Q,100,111,117,221
J025208.16-000655.22,43.034,-0.11534,0.2,22.6512,q,71,98,113,190
J025209.79+000549.20,43.0408,0.097,2.108,19.767,QQ,107,108,114,219
J025209.99-004424.84,43.0416,-0.740232,1.7248,21.6994,qQ,101,102,115,208
J025211.24+004431.69,43.0468,0.742137,4.76,22.2448,Q,1,107,116,219
J025214.66-002813.62,43.0611,-0.470451,1.53,20.6433,Q,105,108,117,222
J025215.48-003703.54,43.0645,-0.617651,2.2,21.3356,q,102,109,117,221
J025215.92-000830.40,43.0663,-0.141778,2.0,22.5752,q,76,78,96,175
J025217.48-005249.30,43.0728,-0.880361,0.912,20.062,QQ,69,112,115,221
J025217.95+003408.91,43.0748,0.569141,1.6988,22.3318,qQ,102,109,113,214
J025218.23-003233.84,43.076,-0.542733,3.3,21.4117,Q,102,106,117,222
J025219.34+003851.12,43.0806,0.647532,1.3036,22.181,qQ,68,75,76,84
J025219.76+004637.30,43.0823,0.777029,2.8,22.9457,q,67,92,77,116
J025219.94-000744.61,43.0831,-0.129059,1.28,21.3309,Q,96,109,113,210
J025220.53+002735.20,43.0855,0.459778,1.686,19.598,QQ,99,111,116,222
J025220.84-003218.95,43.0868,-0.538596,2.371,22.485,Q,98,102,109,187
J025221.00-003330.52,43.0875,-0.558477,0.636,21.5417,Q,99,105,115,218
J025221.02+000559.32,43.0876,0.09981,0.809,17.097,Q,105,107,112,217
J025221.39+000628.45,43.0891,0.107903,0.4,22.7013,q,66,99,106,195
J025221.52+002832.60,43.0897,0.475722,1.255,19.678,QQ,103,109,114,216
J025221.83-003358.53,43.091,-0.566257,2.016,19.9592,Q,107,108,118,223
J025222.80+005555.34,43.095,0.932038,1.195,21.3793,Q,97,103,113,209
J025222.89+004224.94,43.0954,0.706929,1.3,22.5261,q,81,107,110,179
J025223.48-003623.60,43.0978,-0.606556,2.769,19.917,QQ,102,108,113,216
J025223.59-001457.22,43.0983,-0.249227,1.3504,21.9977,qQ,100,111,115,198
J025224.03-001526.69,43.1001,-0.257414,0.5,22.16,q,80,100,116,217
J025224.16+001311.71,43.1007,0.219919,1.9,22.7295,q,91,100,112,200
J025224.97+001308.30,43.104,0.218972,1.299,20.276,QQ,107,111,118,218
J025225.21+000411.96,43.105,0.069989,1.4544,20.4253,qQ,104,108,116,216
J025225.36+001907.24,43.1057,0.318679,2.3,22.2566,q,68,71,68,89
J025225.52+003405.90,43.1063,0.568306,1.626,19.62,QQ,104,111,115,223
J025225.96-001346.94,43.1082,-0.229706,1.6884,20.9699,qQ,105,109,119,220
J025228.35-000453.00,43.1181,-0.081388,1.139,20.6727,Q,103,107,117,221
J025228.55+003109.10,43.119,0.519194,1.107,18.56,QQ,102,109,114,223
J025229.25+001624.50,43.1219,0.273472,1.298,20.522,QQ,87,88,85,144
J025232.45-000644.29,43.1352,-0.112303,5.1152,22.9941,qQ,18,39,54,79
J025233.62-004230.25,43.1401,-0.708402,2.0784,20.1939,qQ,94,98,101,198
J025233.79+004340.70,43.1408,0.727972,1.954,20.285,QQ,98,103,107,207
J025234.21-001032.60,43.1425,-0.175722,1.001,20.018,QQ,3,1,6,7
J025234.43+005450.50,43.1435,0.914029,0.3,22.5885,q,57,97,94,168
J025235.64+003423.75,43.1485,0.573265,1.2256,21.165,qQ,105,111,116,217
J025237.23+005353.27,43.1551,0.89813,0.2,22.8512,q,61,84,98,129
J025237.80-004627.80,43.1575,-0.774389,1.008,19.142,QQ,104,108,112,219
J025237.91-005406.38,43.158,-0.901772,0.845,19.4337,Q,105,111,116,222
J025238.90+005042.74,43.1621,0.845206,1.201,22.5513,Q,78,97,106,176
J025239.65-002027.53,43.1652,-0.340981,1.574,21.4289,qQ,98,100,101,154
J025240.32-003838.30,43.168,-0.643971,0.4,21.9753,q,85,109,116,223
J025241.87-001244.76,43.1745,-0.212432,1.999,21.4164,Q,106,110,116,224
J025242.13+003235.35,43.1756,0.543153,0.4,22.3594,q,66,109,117,221
J025242.72-000328.72,43.178,-0.057979,2.361,22.9012,Q,86,83,86,144
J025243.08+002325.91,43.1795,0.39053,1.9,22.1779,q,96,110,111,206
J025244.26-005256.81,43.1844,-0.882446,2.031,22.1797,Q,102,108,117,220
J025245.82+005702.36,43.1909,0.950656,2.1928,21.6879,qQ,105,111,114,218
J025245.94-001758.50,43.1914,-0.299583,1.9016,21.2308,qQ,104,107,115,217
J025246.12+004029.92,43.1922,0.674979,0.9604,21.311,qQ,106,111,118,223
J025246.16+004751.81,43.1923,0.797724,1.204,20.5877,Q,104,110,116,219
J025246.46+002310.73,43.1936,0.386313,0.941,21.5444,Q,101,109,116,219
J025246.73-002032.51,43.1947,-0.342363,2.279,23.3926,Q,68,78,73,109
J025247.32+005135.30,43.1972,0.859806,2.11,19.181,QQ,107,113,117,226
J025247.70-004246.41,43.1987,-0.712893,0.9812,20.9978,qQ,104,107,114,223
J025248.90+000821.66,43.2037,0.139351,0.3416,21.6754,qQ,105,109,115,219
J025249.63-004802.78,43.2068,-0.800771,1.899,21.144,Q,101,94,113,218
J025250.10+000830.70,43.2088,0.141861,3.237,19.951,QQ,107,111,117,223
J025250.45+000317.82,43.2102,0.054949,2.3956,20.9893,qQ,101,106,114,216
J025250.63-003753.10,43.211,-0.631417,1.074,20.993,QQ,104,109,118,222
J025251.18-003320.97,43.2132,-0.555824,1.8,22.4616,q,101,107,118,209
J025251.27+001908.78,43.2136,0.319105,2.3,21.4758,q,44,61,54,72
J025252.02-002211.60,43.2168,-0.369889,1.371,20.363,QQ,104,111,116,222
J025252.55+001544.42,43.2189,0.262339,1.7144,22.1348,qQ,102,106,107,210
J025253.27-005727.99,43.222,-0.957776,3.117,23.0183,Q,73,86,46,25
J025253.66+002210.92,43.2236,0.369699,1.9692,20.4183,qQ,106,113,117,222
J025253.97-001906.40,43.2249,-0.318444,0.9136,21.2403,qQ,100,101,106,206
J025254.18-001119.70,43.2257,-0.188806,1.643,20.698,QQ,108,109,118,226
J025254.95+003157.73,43.229,0.532704,2.2,21.7783,q,106,112,117,197
J025256.21+002109.27,43.2342,0.352576,1.6624,20.9853,qQ,104,111,117,223
J025256.61-002438.12,43.2359,-0.410588,2.4112,20.9938,qQ,105,110,117,221
J025257.32-004043.71,43.2388,-0.678807,1.761,22.0037,Q,105,108,114,210
J025257.37-003133.88,43.239,-0.526077,2.559,21.5388,Q,102,111,120,222
J025257.37+001832.65,43.2391,0.309069,0.6692,20.3472,qQ,105,111,113,214
J025258.36+004459.81,43.2432,0.749947,1.705,22.0537,Q,107,113,118,217
J025258.53+002105.48,43.2439,0.351523,1.1944,20.6838,qQ,107,112,116,223
J025258.60+000849.39,43.2442,0.147054,0.4664,21.2419,qQ,96,106,111,213
J025300.12+003445.78,43.2505,0.579382,3.7,22.2869,q,73,105,114,207
J025300.66-001748.50,43.2528,-0.296806,1.153,21.596,QQ,98,110,115,218
J025301.65+002338.61,43.2569,0.394058,1.418,21.6531,qQ,105,114,117,219
J025301.66-001614.02,43.2569,-0.270561,1.753,21.4155,Q,104,109,117,217
J025301.93-002436.33,43.258,-0.410091,1.8288,21.9177,qQ,104,111,116,219
J025301.96+000053.50,43.2582,0.0148611,1.096,20.596,QQ,78,74,81,184
J025302.05-001732.65,43.2585,-0.292404,1.6,22.5985,q,74,101,108,165
J025302.82+000441.08,43.2617,0.078078,1.288,21.1604,qQ,82,82,89,192
J025304.47+004253.49,43.2686,0.714858,0.3884,20.903,qQ,73,66,82,176
J025305.17-003811.00,43.2715,-0.636389,2.556,20.902,QQ,101,107,116,217
J025305.27-001810.83,43.272,-0.303009,2.2,21.0881,q,104,109,116,222
J025306.13+002713.48,43.2755,0.453744,0.3468,22.3762,qQ,82,104,112,206
J025306.23+000520.05,43.276,0.088903,2.25,22.0777,qQ,99,105,104,187
J025307.19-001441.59,43.2799,-0.244885,0.4768,21.3148,qQ,106,109,118,217
J025307.55+004350.88,43.2815,0.730801,2.8,22.7192,q,62,92,110,175
J025309.70+002035.52,43.2904,0.3432,2.2,21.3834,q,54,54,59,143
J025310.47-004655.82,43.2936,-0.782172,2.414,21.7703,Q,83,110,117,220
J025311.70-004241.60,43.2988,-0.711555,1.545,19.974,QQ,105,109,113,222
J025311.98+002623.71,43.2999,0.439919,2.042,21.66,Q,101,107,114,215
J025312.95-003729.40,43.304,-0.624833,0.979,20.653,QQ,102,107,114,216
J025314.00-003902.20,43.3083,-0.650611,0.89,99.0,QQ,10,7,2,3
J025315.28+004128.59,43.3137,0.691274,2.84,21.7413,Q,103,112,116,221
J025315.43+000145.40,43.3143,0.029277,1.0228,21.691,qQ,103,108,116,214
J025316.74-003403.64,43.3198,-0.567677,2.8,21.215,q,104,111,105,137
J025316.81-004237.68,43.32,-0.710467,1.4336,22.1166,qQ,102,109,116,211
J025317.14+001031.15,43.3214,0.17532,1.4,21.5533,q,91,99,102,196
J025317.38-003300.96,43.3224,-0.550268,1.199,21.9588,Q,89,109,113,199
J025318.76+000414.20,43.3282,0.0706111,1.562,19.83,QQ,18,24,37,97
J025318.92+001559.60,43.3288,0.266555,1.374,20.29,QQ,108,110,114,221
J025319.14-002417.53,43.3297,-0.404869,1.2,21.4065,q,108,112,115,221
J025320.82+002026.56,43.3367,0.34071,2.3488,20.2472,qQ,104,105,109,210
J025322.13-000454.15,43.3422,-0.081707,1.961,21.6787,Q,101,109,118,218
J025323.61+000230.70,43.3484,0.0418611,1.217,19.251,QQ,111,112,117,221
J025323.64+000447.00,43.3485,0.0797222,1.297,19.74,QQ,55,47,71,160
J025324.69-002655.70,43.3529,-0.448806,1.364,19.103,QQ,110,111,117,226
J025325.34-002614.22,43.3556,-0.437284,2.68,22.1189,Q,99,111,114,204
J025327.59-002839.91,43.365,-0.477753,2.463,21.3555,Q,103,108,116,220
J025329.36+002753.90,43.3723,0.464972,0.955,20.083,QQ,107,113,118,224
J025331.08+003714.26,43.3795,0.620628,3.4,22.09,q,88,104,114,200
J025331.63+004559.85,43.3818,0.766625,1.747,21.9341,Q,98,101,112,205
J025331.89-003523.57,43.3829,-0.589881,3.079,21.1932,Q,103,109,117,223
J025331.92+001624.84,43.383,0.273568,1.82,19.0183,Q,104,107,113,220
J025333.54+001634.50,43.3898,0.27625,1.445,20.471,QQ,106,109,112,219
J025335.12-003039.30,43.3963,-0.510917,2.193,19.997,QQ,105,106,112,214
J025335.44+004102.76,43.3977,0.684099,2.4216,20.7977,qQ,104,108,114,223
J025336.70-000051.95,43.4029,-0.014431,2.548,22.4572,Q,84,101,103,194
J025337.18-003351.10,43.4049,-0.564194,1.4,21.4561,q,103,110,116,220
J025337.30-000155.29,43.4054,-0.032025,1.424,21.6889,Q,101,110,118,210
J025337.42-000420.06,43.4059,-0.072239,1.8,22.1263,q,99,111,117,209
J025338.00-001206.20,43.4083,-0.201722,0.974,19.955,QQ,102,109,117,220
J025338.91-001128.17,43.4121,-0.191159,0.6,22.0294,q,63,108,116,222
J025339.00-002433.46,43.4125,-0.409294,2.3,19.4842,q,105,109,117,226
J025340.11+002622.05,43.4171,0.439459,1.6,22.2732,q,99,102,111,203
J025340.16+002104.14,43.4174,0.351151,2.3,21.7898,q,100,107,115,218
J025340.94+001110.20,43.4206,0.186167,1.683,18.129,QQ,108,113,113,221
J025343.61-002111.76,43.4317,-0.353268,1.788,22.431,Q,90,97,90,144
J025344.35-003124.98,43.4348,-0.523605,3.004,21.7649,Q,104,109,114,215
J025345.39-003809.70,43.4391,-0.636028,2.971,19.107,QQ,96,104,112,209
J025346.51+003350.39,43.4438,0.563997,4.7,22.1499,q,13,108,119,222
J025347.72-003348.99,43.4488,-0.563609,1.9276,21.989,qQ,98,107,108,163
J025347.78-000408.69,43.4491,-0.06908,0.3,22.2566,q,79,108,116,213
J025349.13-001558.30,43.4547,-0.266194,1.958,22.2991,Q,91,101,109,205
J025350.63-000136.42,43.461,-0.026784,0.4,22.3119,q,95,104,115,220
J025351.92+001700.94,43.4663,0.283595,1.5,20.7422,q,100,105,113,215
J025352.14-002624.33,43.4673,-0.440093,1.8236,21.6564,qQ,107,108,115,210
J025352.79+001655.42,43.47,0.282062,1.3,22.5262,q,77,98,103,155
J025353.61+000411.87,43.4734,0.069965,0.5,23.0832,q,0,75,111,202
J025354.38+001320.39,43.4766,0.22233,1.368,21.9591,Q,95,110,115,207
J025355.47+001035.33,43.4811,0.176481,2.8,22.6405,q,76,97,99,155
J025356.07+001057.50,43.4836,0.182639,1.692,19.2,QQ,105,110,115,221
J025356.18+000303.01,43.4841,0.050835,1.6,22.2715,q,92,104,110,200
J025356.81-001123.80,43.4867,-0.189944,0.757,19.324,QQ,98,104,105,182
J025357.60-000907.04,43.49,-0.151955,1.587,22.5009,Q,76,92,100,133
J025401.57+000317.70,43.5065,0.0549167,1.834,20.366,QQ,102,39,11,14
J025403.13+003154.89,43.513,0.531914,1.926,22.9086,Q,55,77,105,157
J025403.45+003109.61,43.5144,0.519337,1.5,21.5444,q,104,111,117,219
J025404.06-000522.61,43.5169,-0.089613,1.8184,21.9632,qQ,96,107,117,204
J025404.09-003811.68,43.517,-0.636577,2.9,17.362,q,94,106,105,206
J025406.26+002753.78,43.5261,0.464939,1.765,20.9725,Q,109,113,117,220
J025406.83-002708.96,43.5285,-0.45249,0.846,21.2265,qQ,109,112,115,216
J025407.17+003426.11,43.5299,0.573919,2.2,21.6825,q,102,110,115,209
J025411.01-001741.79,43.5459,-0.294943,2.6,22.6598,q,75,95,95,131
J025411.11-001903.44,43.5463,-0.317622,1.6,21.8345,q,98,97,107,203
J025411.35-000837.64,43.5473,-0.143788,1.8964,22.1073,qQ,101,109,116,218
J025411.48-003328.50,43.5478,-0.557917,2.209,20.673,QQ,108,111,114,222
J025411.83-000409.63,43.5493,-0.069341,5.0892,21.3551,qQ,63,106,116,219
